Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Property_Area,Loan_Type,Loan_Status
Female,No,1,Graduate,No,2326,0,10.0,84.0,1.0,685,Rural,Education Loan,N
Male,Yes,3+,Graduate,No,3229,484,10.0,240.0,1.0,751,Urban,Education Loan,Y
Female,No,0,Graduate,No,3895,0,17.0,360.0,0.0,642,Rural,Home Loan,N
Male,No,1,Graduate,No,2326,0,12.0,60.0,1.0,744,Urban,Personal Loan,N
Female,Yes,2,Graduate,No,2054,279,10.0,360.0,1.0,720,Urban,Home Loan,N
Male,Yes,1,Graduate,No,4916,3485,26.0,180.0,1.0,693,Urban,Education Loan,Y
Male,No,0,Graduate,No,2227,0,10.0,360.0,1.0,713,Rural,Business Loan,N
Male,No,1,Graduate,No,2281,0,10.0,36.0,0.0,615,Urban,Education Loan,N
Male,Yes,0,Graduate,No,2085,711,10.0,360.0,1.0,795,Semiurban,Personal Loan,Y
Male,No,1,Graduate,,3810,0,19.0,120.0,0.0,370,Semiurban,Car Loan,N
Male,Yes,2,Not Graduate,No,7789,678,42.0,360.0,1.0,662,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,11551,1116,65.0,180.0,1.0,662,Urban,Personal Loan,Y
Male,Yes,2,Graduate,No,2420,2134,10.0,360.0,0.0,508,Rural,Home Loan,N
Male,No,0,Graduate,Yes,18128,0,76.0,360.0,0.0,475,Rural,Personal Loan,N
Male,No,2,Graduate,No,1991,0,10.0,12.0,0.0,538,Semiurban,Home Loan,N
Female,Yes,0,Graduate,Yes,8591,837,22.0,12.0,1.0,688,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,Yes,2427,3918,10.0,360.0,1.0,806,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,2187,4996,10.0,,1.0,757,Rural,Education Loan,Y
Male,No,3+,Graduate,No,2389,0,,120.0,1.0,834,Rural,Education Loan,Y
Female,No,0,Graduate,No,3878,0,19.0,240.0,1.0,823,Urban,Car Loan,Y
Male,No,0,Graduate,Yes,6038,0,28.0,24.0,0.0,628,Rural,Car Loan,N
Male,No,0,Graduate,No,6431,0,10.0,84.0,0.0,625,Semiurban,Car Loan,N
Female,No,1,Graduate,No,2078,0,10.0,180.0,1.0,787,Semiurban,Car Loan,Y
Female,Yes,1,Graduate,No,2012,223,10.0,360.0,1.0,835,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,2118,1855,10.0,240.0,,582,Urban,Car Loan,N
Male,Yes,0,Graduate,No,3722,470,,360.0,1.0,882,Rural,Education Loan,Y
Male,No,0,Graduate,No,3473,0,12.0,360.0,1.0,723,Semiurban,Home Loan,N
Female,No,0,Graduate,Yes,2069,0,11.0,120.0,1.0,688,Rural,Business Loan,N
Male,Yes,0,Graduate,No,4859,1883,21.0,360.0,1.0,665,Urban,Education Loan,N
Male,No,2,Not Graduate,No,19610,0,72.0,360.0,0.0,314,Semiurban,Home Loan,N
Female,Yes,0,Not Graduate,No,2826,2217,13.0,84.0,1.0,805,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,2970,2002,10.0,,1.0,853,Urban,Personal Loan,Y
Male,No,0,Graduate,No,5953,0,10.0,480.0,1.0,821,Urban,Home Loan,Y
Male,No,3+,Graduate,No,2721,0,10.0,480.0,0.0,590,Rural,Education Loan,N
Male,No,3+,Graduate,No,6427,0,19.0,84.0,0.0,342,Urban,Education Loan,N
Male,Yes,2,Graduate,No,2433,907,10.0,24.0,1.0,712,Rural,Home Loan,N
Male,Yes,0,Graduate,Yes,14508,459,85.0,120.0,1.0,892,Urban,Personal Loan,Y
Male,No,0,Not Graduate,No,5122,0,18.0,180.0,1.0,742,Semiurban,Car Loan,N
Male,Yes,0,Graduate,No,2607,2885,11.0,240.0,1.0,694,Rural,Home Loan,Y
Female,Yes,0,Graduate,,2664,525,10.0,360.0,0.0,558,Semiurban,Personal Loan,N
Male,No,1,Graduate,No,2808,0,10.0,360.0,1.0,838,Semiurban,Education Loan,Y
Female,Yes,2,Not Graduate,No,10518,1214,26.0,180.0,1.0,699,Semiurban,Business Loan,Y
Male,No,2,Graduate,No,1655,0,10.0,360.0,0.0,638,Rural,Education Loan,N
Female,No,2,Graduate,No,2521,0,10.0,36.0,1.0,675,Urban,Personal Loan,N
Female,Yes,0,Graduate,No,2715,215,10.0,24.0,0.0,448,Semiurban,Personal Loan,N
Male,Yes,1,Not Graduate,No,3979,1248,15.0,240.0,1.0,739,Urban,Home Loan,N
Male,No,0,Graduate,No,3328,0,15.0,24.0,1.0,688,Semiurban,Personal Loan,N
Female,No,0,Not Graduate,No,1500,0,10.0,180.0,0.0,549,Urban,Education Loan,N
Male,No,2,Graduate,No,3041,0,14.0,360.0,1.0,812,Urban,Home Loan,Y
Male,No,0,Graduate,No,3753,0,13.0,84.0,0.0,599,Semiurban,Education Loan,N
Male,No,0,Graduate,No,2592,0,11.0,360.0,1.0,868,Urban,Home Loan,Y
Female,No,0,Graduate,No,6507,0,16.0,120.0,1.0,823,Urban,Personal Loan,Y
Female,Yes,1,Graduate,No,7658,10190,22.0,24.0,0.0,593,Semiurban,Education Loan,Y
Female,Yes,2,Not Graduate,No,3809,358,10.0,300.0,1.0,860,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,Yes,4728,1764,27.0,360.0,0.0,387,Rural,Home Loan,N
Female,Yes,2,Graduate,Yes,1500,820,10.0,180.0,1.0,837,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,2996,2071,17.0,360.0,1.0,783,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,8130,3430,27.0,360.0,1.0,701,Semiurban,Education Loan,Y
Male,No,2,Graduate,No,2991,0,10.0,360.0,1.0,850,Urban,Personal Loan,Y
Male,Yes,1,Graduate,No,2401,3001,10.0,84.0,1.0,724,Rural,Personal Loan,N
Male,Yes,3+,Graduate,No,19818,8095,19.0,360.0,1.0,863,Rural,Personal Loan,Y
Male,Yes,0,Graduate,Yes,14376,1164,79.0,240.0,1.0,888,Semiurban,Personal Loan,Y
Male,Yes,1,Not Graduate,No,5582,2222,28.0,360.0,1.0,722,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,Yes,8930,644,40.0,240.0,0.0,508,Urban,Car Loan,N
Male,Yes,3+,Not Graduate,No,1500,1115,10.0,60.0,1.0,820,Semiurban,Personal Loan,Y
Male,,0,Graduate,No,2318,935,10.0,300.0,0.0,539,Rural,Car Loan,N
Male,No,2,Graduate,Yes,2895,0,17.0,240.0,1.0,851,Urban,Home Loan,Y
Male,No,1,Graduate,No,3411,0,10.0,300.0,1.0,811,Urban,Education Loan,Y
Male,No,0,Graduate,Yes,2855,0,13.0,360.0,0.0,311,Semiurban,Car Loan,N
Male,No,0,Not Graduate,No,1500,0,10.0,360.0,1.0,735,Semiurban,Car Loan,N
Male,Yes,0,Graduate,No,5272,4346,30.0,240.0,1.0,695,Semiurban,Personal Loan,Y
Male,No,1,Graduate,No,5887,0,30.0,240.0,1.0,653,Rural,Car Loan,Y
Male,No,3+,Not Graduate,,12348,0,73.0,300.0,1.0,651,Urban,Home Loan,Y
Male,Yes,1,Graduate,No,2317,632,10.0,300.0,1.0,782,Semiurban,Home Loan,Y
Female,No,1,Graduate,No,2188,0,10.0,360.0,0.0,338,Semiurban,Personal Loan,N
Male,Yes,1,Graduate,No,1500,2576,10.0,360.0,1.0,728,Urban,Business Loan,Y
Male,No,0,Not Graduate,,3276,0,14.0,120.0,0.0,441,Semiurban,Personal Loan,N
Male,No,0,Graduate,No,7561,0,36.0,300.0,0.0,619,Urban,Car Loan,Y
Male,Yes,0,Graduate,No,2622,414,10.0,360.0,1.0,708,Urban,Business Loan,N
Male,No,0,Graduate,No,18041,0,61.0,360.0,1.0,856,Urban,Education Loan,Y
Male,No,0,Not Graduate,No,3362,0,10.0,360.0,0.0,301,Rural,Personal Loan,N
Male,No,1,Graduate,Yes,4459,0,23.0,60.0,0.0,591,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,1549,3063,10.0,24.0,1.0,669,Rural,Car Loan,Y
Male,No,0,Graduate,No,4919,0,20.0,180.0,1.0,853,Urban,Car Loan,Y
Female,Yes,0,Not Graduate,Yes,1500,4083,10.0,180.0,1.0,845,Semiurban,Home Loan,Y
Female,Yes,0,Not Graduate,No,6539,1247,17.0,24.0,1.0,702,Semiurban,Home Loan,Y
Male,Yes,3+,Not Graduate,No,6681,386,38.0,360.0,,879,Rural,Personal Loan,Y
Female,No,2,Graduate,Yes,10420,0,21.0,180.0,0.0,323,Rural,Business Loan,N
Male,No,2,Graduate,No,1970,0,10.0,360.0,1.0,704,Rural,Personal Loan,N
Male,No,0,Graduate,No,4502,0,10.0,60.0,0.0,361,Urban,Car Loan,N
Male,No,2,Not Graduate,No,5971,0,20.0,24.0,1.0,816,Semiurban,Home Loan,Y
Male,Yes,2,Graduate,No,5484,662,22.0,240.0,1.0,770,Semiurban,Home Loan,Y
Female,Yes,2,Graduate,No,2195,932,10.0,60.0,1.0,813,Rural,Car Loan,Y
Male,Yes,0,Not Graduate,No,1500,1708,10.0,360.0,0.0,542,Urban,Car Loan,N
Female,Yes,1,Graduate,No,5130,834,10.0,12.0,0.0,641,Urban,Education Loan,N
Male,Yes,2,Graduate,No,3616,399,19.0,180.0,0.0,641,Semiurban,Home Loan,N
Female,Yes,1,Graduate,No,2706,1045,,360.0,1.0,744,Urban,Business Loan,Y
Male,Yes,1,Graduate,No,6868,488,40.0,180.0,1.0,786,Urban,Car Loan,Y
Male,Yes,0,Not Graduate,No,3899,859,22.0,36.0,1.0,800,Rural,Personal Loan,Y
Male,Yes,1,Graduate,Yes,1598,3672,10.0,120.0,1.0,829,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,1500,859,10.0,240.0,0.0,459,Rural,Home Loan,N
Male,No,1,Graduate,No,1825,0,10.0,60.0,1.0,881,Rural,Personal Loan,Y
Male,No,0,Graduate,Yes,21484,0,32.0,240.0,0.0,501,Urban,Personal Loan,N
Female,,0,Graduate,No,6673,0,16.0,360.0,1.0,880,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,4591,403,10.0,360.0,0.0,363,Urban,Education Loan,N
Male,Yes,1,Graduate,Yes,3543,1045,11.0,24.0,0.0,495,Rural,Home Loan,N
Male,No,0,Graduate,No,3384,0,12.0,,1.0,874,Semiurban,Education Loan,Y
Male,Yes,1,Graduate,No,9109,705,17.0,120.0,0.0,480,Semiurban,Business Loan,Y
Male,Yes,2,Graduate,No,2854,2483,10.0,360.0,1.0,880,Urban,Home Loan,Y
Male,Yes,,Not Graduate,No,6026,3253,27.0,180.0,1.0,855,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,3152,546,10.0,360.0,0.0,628,Urban,Business Loan,N
Male,Yes,,Not Graduate,No,15648,596,91.0,360.0,0.0,457,Semiurban,Home Loan,Y
Male,Yes,2,Graduate,No,6765,2082,13.0,36.0,1.0,726,Rural,Education Loan,Y
Male,No,1,Graduate,Yes,9622,0,40.0,360.0,1.0,765,Rural,Education Loan,Y
Male,Yes,0,Graduate,No,2672,591,10.0,36.0,0.0,372,Urban,Education Loan,N
Male,Yes,0,Graduate,No,8439,798,10.0,120.0,0.0,354,Semiurban,Car Loan,Y
Male,,1,Graduate,No,3233,0,10.0,60.0,1.0,718,Rural,Home Loan,Y
Male,Yes,2,Graduate,No,4346,268,15.0,60.0,0.0,601,Urban,Home Loan,N
Male,Yes,2,Not Graduate,No,12638,2184,66.0,360.0,1.0,855,Rural,Personal Loan,Y
Female,No,1,Graduate,No,1939,0,10.0,300.0,1.0,823,Urban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,4639,89,10.0,60.0,1.0,846,Semiurban,Education Loan,Y
Female,Yes,0,Not Graduate,Yes,5467,1073,,480.0,1.0,724,Semiurban,Education Loan,N
Male,Yes,0,Graduate,Yes,5790,562,14.0,180.0,0.0,324,Semiurban,Home Loan,N
Male,Yes,0,Not Graduate,No,2934,5013,10.0,36.0,1.0,700,Rural,Home Loan,N
Male,Yes,0,Graduate,No,17333,647,55.0,60.0,0.0,478,Urban,Personal Loan,Y
Female,No,0,Not Graduate,Yes,1625,0,10.0,360.0,1.0,877,Urban,Car Loan,N
,Yes,0,Graduate,No,11172,1732,38.0,480.0,0.0,473,Semiurban,Car Loan,Y
Female,Yes,3+,Graduate,No,9419,605,,300.0,0.0,562,Rural,Home Loan,N
,Yes,1,Graduate,,15223,543,66.0,360.0,0.0,589,Urban,Home Loan,Y
Male,Yes,2,Graduate,No,1500,1734,10.0,240.0,1.0,718,Rural,Car Loan,N
Male,No,2,Graduate,No,2190,0,10.0,240.0,1.0,871,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,11434,295,53.0,240.0,0.0,578,Urban,Business Loan,Y
Male,Yes,2,Graduate,No,1500,5184,10.0,360.0,0.0,444,Rural,Business Loan,N
Female,Yes,0,Graduate,No,1500,1847,10.0,180.0,1.0,727,Urban,Business Loan,N
Female,Yes,1,Not Graduate,No,2858,864,10.0,360.0,0.0,326,Semiurban,Business Loan,N
Male,Yes,0,Not Graduate,,4602,1093,26.0,12.0,1.0,865,Urban,Education Loan,Y
Male,No,3+,Graduate,Yes,12265,0,59.0,240.0,1.0,684,Semiurban,Home Loan,N
Female,Yes,0,Graduate,No,3534,2633,10.0,300.0,0.0,393,Semiurban,Personal Loan,N
Male,Yes,0,Not Graduate,No,2628,555,10.0,360.0,1.0,789,Semiurban,Home Loan,Y
Female,Yes,3+,Graduate,No,5003,1524,14.0,120.0,0.0,549,Semiurban,Home Loan,N
Male,,0,Not Graduate,No,5589,0,18.0,180.0,1.0,695,Semiurban,Home Loan,N
Male,Yes,,Not Graduate,No,5480,925,14.0,240.0,1.0,775,Urban,Education Loan,Y
Male,No,2,Graduate,No,3552,0,10.0,360.0,1.0,846,Semiurban,Car Loan,Y
Male,No,2,Not Graduate,No,1500,0,10.0,360.0,1.0,897,Rural,Home Loan,Y
Male,,3+,Graduate,No,2116,0,10.0,360.0,0.0,430,Rural,Car Loan,N
Male,Yes,3+,Graduate,No,10874,1699,58.0,180.0,1.0,734,Urban,Personal Loan,Y
Male,Yes,0,Graduate,Yes,4586,282,10.0,480.0,1.0,697,Urban,Education Loan,N
Male,No,2,Graduate,Yes,3210,0,16.0,360.0,1.0,880,Rural,Personal Loan,Y
Female,,1,Not Graduate,Yes,8801,0,18.0,120.0,1.0,716,Semiurban,Home Loan,N
Male,No,1,Graduate,No,1824,0,10.0,84.0,0.0,443,Semiurban,Home Loan,N
Male,,0,Graduate,No,3436,509,18.0,120.0,1.0,831,Rural,Education Loan,Y
Male,Yes,1,Graduate,No,4431,909,14.0,240.0,1.0,738,Urban,Car Loan,N
Male,Yes,3+,Graduate,No,2954,676,,360.0,0.0,437,Semiurban,Education Loan,N
,No,3+,Not Graduate,Yes,4317,0,10.0,360.0,0.0,596,Rural,Personal Loan,N
Male,Yes,0,Graduate,,3528,1287,11.0,360.0,0.0,478,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,1510,3868,10.0,120.0,1.0,671,Urban,Business Loan,N
Male,No,0,Graduate,No,4568,0,27.0,360.0,1.0,815,Urban,Car Loan,Y
Male,Yes,2,Graduate,Yes,1587,532,10.0,120.0,0.0,638,Urban,Home Loan,N
Male,No,2,Graduate,Yes,4518,0,24.0,36.0,0.0,489,Rural,Education Loan,N
Female,Yes,0,Graduate,No,10529,1176,49.0,360.0,1.0,842,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,3305,652,18.0,60.0,0.0,569,Urban,Home Loan,N
Male,Yes,0,Graduate,No,1772,3908,10.0,360.0,1.0,737,Rural,Home Loan,Y
,No,0,Not Graduate,No,3681,0,20.0,360.0,1.0,785,Urban,Car Loan,Y
Male,Yes,3+,Graduate,No,2247,4898,10.0,360.0,0.0,471,Urban,Home Loan,N
Male,Yes,1,Graduate,No,6100,500,34.0,60.0,0.0,546,Urban,Home Loan,Y
Male,No,0,Graduate,No,3627,0,10.0,360.0,1.0,688,Urban,Education Loan,N
Female,Yes,1,Not Graduate,Yes,13317,1314,60.0,480.0,0.0,346,Semiurban,Education Loan,N
Male,Yes,0,Not Graduate,No,9082,3505,42.0,360.0,1.0,754,Rural,Personal Loan,Y
Male,,3+,Not Graduate,No,3614,6072,21.0,360.0,1.0,780,Rural,Education Loan,Y
Male,Yes,0,Graduate,No,6640,395,31.0,360.0,0.0,410,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,No,3055,0,10.0,180.0,0.0,600,Semiurban,Home Loan,N
Male,Yes,0,Graduate,No,4120,308,15.0,360.0,1.0,873,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,No,3124,427,10.0,360.0,1.0,766,Urban,Personal Loan,Y
Male,Yes,1,Not Graduate,No,6880,532,12.0,360.0,1.0,650,Urban,Personal Loan,N
Female,No,2,Graduate,No,10971,0,22.0,360.0,0.0,551,Rural,Home Loan,N
Male,,0,Graduate,Yes,7037,1129,13.0,240.0,1.0,777,Urban,Car Loan,Y
Male,Yes,0,Graduate,No,7672,943,28.0,60.0,0.0,474,Urban,Business Loan,Y
Male,Yes,0,Graduate,Yes,7678,1250,42.0,300.0,0.0,408,Semiurban,Education Loan,N
Male,Yes,1,Not Graduate,Yes,5918,1867,32.0,120.0,0.0,639,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,1812,2001,10.0,180.0,1.0,661,Urban,Home Loan,N
Male,Yes,1,Graduate,No,13235,2935,16.0,12.0,0.0,313,Urban,Home Loan,N
Male,No,2,Graduate,No,14229,0,29.0,180.0,1.0,734,Semiurban,Personal Loan,Y
Female,Yes,3+,Graduate,No,3416,1075,10.0,360.0,1.0,818,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,3104,0,10.0,300.0,1.0,702,Urban,Personal Loan,Y
Male,No,0,Graduate,No,6177,0,17.0,12.0,1.0,662,Semiurban,Education Loan,Y
Female,Yes,0,Graduate,No,5916,391,22.0,240.0,0.0,401,Semiurban,Education Loan,N
Male,Yes,1,Graduate,No,3493,595,13.0,120.0,1.0,777,Rural,Personal Loan,Y
Male,Yes,2,Not Graduate,No,1677,2695,10.0,,1.0,725,Urban,Home Loan,N
Male,No,0,Graduate,Yes,4984,0,12.0,180.0,0.0,308,Urban,Car Loan,N
Male,Yes,0,Graduate,No,5919,369,26.0,360.0,1.0,795,Semiurban,Personal Loan,Y
Male,Yes,2,Graduate,No,6688,286,34.0,24.0,0.0,637,Rural,Car Loan,N
Female,Yes,2,Graduate,No,5138,1145,13.0,360.0,1.0,796,Urban,Education Loan,Y
Male,No,0,Not Graduate,No,3328,0,10.0,,1.0,892,Semiurban,Personal Loan,Y
Male,No,1,Not Graduate,No,8069,0,18.0,360.0,0.0,383,Urban,Business Loan,N
Male,,0,Graduate,No,4213,1211,10.0,60.0,1.0,697,Urban,Car Loan,N
Male,No,0,Not Graduate,No,2906,0,10.0,300.0,1.0,848,Semiurban,Car Loan,Y
Male,Yes,3+,Graduate,Yes,3545,997,10.0,24.0,1.0,720,Urban,Personal Loan,N
Male,Yes,2,Graduate,No,1500,968,,240.0,1.0,805,Rural,Personal Loan,Y
Female,No,2,Graduate,No,3541,0,10.0,60.0,1.0,896,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,6515,733,30.0,360.0,1.0,741,Semiurban,Car Loan,Y
Male,Yes,2,Graduate,No,5104,2360,10.0,36.0,,796,Semiurban,Car Loan,Y
Male,Yes,0,Not Graduate,No,11666,4480,42.0,300.0,0.0,526,Semiurban,Education Loan,N
Male,No,0,Graduate,No,3347,0,10.0,300.0,1.0,858,Urban,Personal Loan,Y
Male,No,1,Not Graduate,Yes,5659,0,10.0,480.0,1.0,735,Rural,Business Loan,N
Male,No,0,Not Graduate,No,7008,0,37.0,360.0,1.0,732,Rural,Home Loan,Y
Female,No,,Graduate,Yes,20743,0,89.0,120.0,0.0,542,Urban,Car Loan,N
Male,Yes,1,Graduate,No,4453,140,10.0,84.0,0.0,569,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,1937,1369,10.0,60.0,0.0,522,Urban,Business Loan,N
Female,Yes,0,Not Graduate,No,7284,2176,28.0,360.0,0.0,603,Semiurban,Education Loan,Y
Female,Yes,0,Graduate,No,14853,467,48.0,360.0,1.0,888,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,No,3210,872,10.0,360.0,1.0,748,Rural,Home Loan,N
Male,No,1,Graduate,No,7250,0,39.0,24.0,1.0,696,Rural,Education Loan,Y
Male,Yes,2,Graduate,Yes,9510,108,19.0,360.0,1.0,738,Semiurban,Home Loan,N
,Yes,0,Graduate,No,8200,2763,23.0,360.0,1.0,709,Semiurban,Personal Loan,Y
Female,Yes,0,Graduate,Yes,4393,1092,11.0,480.0,1.0,825,Semiurban,Personal Loan,Y
Male,Yes,1,Graduate,No,2467,4618,11.0,360.0,,441,Semiurban,Car Loan,N
Female,No,2,Graduate,No,3801,0,21.0,120.0,0.0,433,Semiurban,Car Loan,N
Male,Yes,0,Graduate,No,5547,797,28.0,180.0,1.0,796,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,Yes,7598,1017,37.0,60.0,0.0,596,Semiurban,Home Loan,N
Male,No,1,Graduate,No,5083,0,30.0,360.0,1.0,726,Semiurban,Home Loan,N
Female,Yes,0,Graduate,No,3084,2618,13.0,360.0,1.0,888,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,5935,1466,27.0,84.0,1.0,725,Semiurban,Personal Loan,Y
Female,Yes,,Graduate,No,7347,2966,43.0,60.0,1.0,826,Semiurban,Personal Loan,Y
Female,Yes,1,Graduate,No,5248,839,10.0,36.0,1.0,792,Semiurban,Home Loan,Y
Male,No,1,Graduate,No,2240,0,10.0,360.0,0.0,538,Semiurban,Home Loan,N
Male,No,2,Graduate,No,3544,0,16.0,84.0,1.0,717,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,Yes,7812,1319,43.0,180.0,1.0,728,Urban,Home Loan,Y
Male,No,0,Graduate,No,1528,0,10.0,120.0,1.0,858,Urban,Personal Loan,Y
Male,Yes,0,Not Graduate,No,1500,329,10.0,180.0,1.0,804,Semiurban,Home Loan,Y
Male,Yes,0,Not Graduate,No,11564,1640,66.0,360.0,0.0,378,Semiurban,Personal Loan,N
Female,Yes,0,Not Graduate,No,5755,760,20.0,360.0,1.0,832,Rural,Home Loan,Y
Male,Yes,1,Graduate,No,6153,944,10.0,60.0,0.0,343,Semiurban,Car Loan,Y
Male,Yes,2,Graduate,No,1893,793,10.0,360.0,0.0,521,Semiurban,Business Loan,N
Male,No,3+,Graduate,No,6743,0,24.0,180.0,1.0,829,Urban,Home Loan,Y
Male,No,1,Graduate,No,4878,0,14.0,480.0,1.0,808,Urban,Car Loan,Y
Male,Yes,0,Graduate,No,1500,360,10.0,120.0,,352,Rural,Car Loan,N
Male,Yes,0,Graduate,No,10905,678,31.0,12.0,0.0,364,Urban,Home Loan,N
Female,Yes,2,Not Graduate,No,4496,2356,25.0,300.0,1.0,656,Semiurban,Car Loan,Y
Male,Yes,1,Graduate,Yes,3049,1885,10.0,60.0,0.0,369,Semiurban,Car Loan,N
Female,Yes,1,Graduate,No,3088,1056,16.0,24.0,0.0,601,Semiurban,Personal Loan,N
Female,Yes,2,Graduate,No,1500,393,10.0,360.0,1.0,662,Rural,Personal Loan,Y
Male,No,2,Graduate,Yes,6095,0,20.0,360.0,1.0,893,Semiurban,Education Loan,Y
Female,Yes,2,Graduate,No,4833,688,15.0,240.0,0.0,588,Urban,Home Loan,N
Male,Yes,0,Not Graduate,No,3512,1407,16.0,360.0,0.0,479,Rural,Education Loan,N
Female,Yes,2,Graduate,No,9847,5081,44.0,300.0,1.0,659,Rural,Home Loan,Y
Male,Yes,2,Not Graduate,No,1527,590,10.0,360.0,1.0,891,Urban,Education Loan,Y
Female,Yes,0,Graduate,No,2649,435,10.0,360.0,1.0,773,Urban,Personal Loan,Y
Female,No,1,Not Graduate,No,2219,0,10.0,360.0,1.0,829,Urban,Home Loan,Y
Female,Yes,0,Graduate,Yes,3310,2775,10.0,84.0,0.0,409,Urban,Personal Loan,N
Female,No,3+,Graduate,No,4218,0,10.0,120.0,1.0,829,Rural,Business Loan,Y
Male,Yes,,Graduate,No,5437,4057,11.0,240.0,1.0,775,Semiurban,Personal Loan,Y
Male,Yes,1,Not Graduate,No,3156,939,12.0,240.0,1.0,892,Semiurban,Car Loan,Y
Male,Yes,0,Not Graduate,Yes,2177,566,12.0,360.0,1.0,676,Rural,Education Loan,N
Male,No,2,Graduate,No,13097,0,57.0,180.0,1.0,811,Semiurban,Business Loan,Y
Male,Yes,0,Graduate,No,21766,2071,122.0,60.0,1.0,749,Urban,Car Loan,Y
Male,No,0,Not Graduate,No,4448,0,21.0,120.0,1.0,839,Rural,Personal Loan,Y
Female,Yes,0,Graduate,Yes,2369,1278,10.0,84.0,1.0,665,Rural,Home Loan,N
Male,No,3+,Graduate,No,11302,0,33.0,360.0,1.0,708,Rural,Home Loan,Y
Female,Yes,0,Graduate,No,1500,822,10.0,240.0,1.0,670,Semiurban,Personal Loan,N
Male,No,0,Graduate,No,3183,0,16.0,360.0,0.0,561,Rural,Personal Loan,N
Female,Yes,2,Not Graduate,No,2471,1001,13.0,180.0,1.0,858,Urban,Personal Loan,Y
Female,No,1,Not Graduate,No,1787,0,10.0,360.0,1.0,856,Semiurban,Business Loan,Y
Male,Yes,3+,Graduate,,3307,275,10.0,480.0,0.0,619,Rural,Home Loan,N
Male,Yes,0,Graduate,No,2197,12780,10.0,360.0,1.0,682,Urban,Home Loan,Y
Female,Yes,1,Not Graduate,No,4059,321,10.0,360.0,0.0,572,Rural,Business Loan,N
,No,0,Graduate,No,4101,0,10.0,240.0,1.0,718,Semiurban,Home Loan,N
Male,Yes,0,Not Graduate,No,2604,222,12.0,360.0,1.0,804,Urban,Personal Loan,Y
Male,No,1,Graduate,No,3104,0,10.0,360.0,0.0,490,Rural,Education Loan,N
Male,Yes,1,Graduate,No,3423,1197,14.0,480.0,0.0,362,Urban,Home Loan,N
Male,Yes,2,Not Graduate,No,7093,1282,39.0,360.0,1.0,693,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,3626,3413,13.0,360.0,1.0,807,Urban,Education Loan,Y
Male,No,0,Graduate,No,7167,0,24.0,300.0,1.0,800,Rural,Personal Loan,Y
Male,,0,Graduate,No,6063,0,14.0,120.0,0.0,587,Urban,Personal Loan,N
Female,No,3+,Graduate,No,6003,0,14.0,180.0,0.0,558,Urban,Education Loan,N
Male,Yes,0,Graduate,No,10630,4226,52.0,360.0,1.0,860,Urban,Car Loan,Y
Female,No,0,Not Graduate,No,1837,0,10.0,24.0,1.0,871,Rural,Home Loan,Y
Male,No,0,Not Graduate,No,2889,0,10.0,360.0,1.0,665,Semiurban,Home Loan,N
Male,Yes,1,Graduate,No,13826,1134,17.0,180.0,1.0,832,Rural,Car Loan,Y
Male,No,0,Graduate,No,3360,0,10.0,180.0,1.0,667,Semiurban,Home Loan,Y
Male,No,3+,Graduate,No,1500,0,10.0,360.0,1.0,867,Semiurban,Home Loan,Y
Male,No,0,Graduate,Yes,3490,0,14.0,360.0,1.0,666,Urban,Car Loan,N
Male,No,3+,Graduate,Yes,4422,0,14.0,360.0,0.0,459,Semiurban,Car Loan,N
Male,Yes,0,Not Graduate,No,1500,923,10.0,120.0,0.0,494,Urban,Home Loan,N
Male,Yes,1,Graduate,No,10236,851,35.0,240.0,1.0,822,Rural,Education Loan,Y
Male,No,3+,Not Graduate,No,2441,0,13.0,180.0,1.0,705,Rural,Education Loan,N
